split,stem,n_boxes,classes,snr_db,image_compressed_bits,raw_spectrogram_8bit_bits,raw_iq_12bit_bits,semantic_box_bits
val,000000002118,1,ZadoffChu,-20.0,127360,131072,24000000,281
val,000000002119,1,Px,-12.0,139008,131072,24000000,281
val,000000002120,1,Frank,4.0,113576,131072,24000000,281
val,000000002121,1,Px,-20.0,118064,131072,24000000,281
val,000000002122,1,Px,-4.0,113224,131072,24000000,281
val,000000002123,1,Rect,-12.0,111440,131072,24000000,281
val,000000002124,1,Frank,-20.0,110824,131072,24000000,281
val,000000002125,1,Px,4.0,113568,131072,24000000,281
val,000000002126,0,,4.0,112744,131072,24000000,209
val,000000002127,1,LFM,12.0,114528,131072,24000000,281
val,000000002128,0,,-4.0,112256,131072,24000000,209
val,000000002129,1,P1,20.0,115360,131072,24000000,281
val,000000002130,0,,-4.0,111904,131072,24000000,209
val,000000002131,1,Px,-20.0,111104,131072,24000000,281
val,000000002132,1,LFM,-20.0,140856,131072,24000000,281
val,000000002133,0,,-20.0,112760,131072,24000000,209
val,000000002134,1,P1,-20.0,108960,131072,24000000,281
val,000000002135,0,,-4.0,112400,131072,24000000,209
val,000000002136,0,,-20.0,113648,131072,24000000,209
val,000000002137,1,LFM,4.0,114792,131072,24000000,281
val,000000002138,0,,-4.0,112056,131072,24000000,209
val,000000002139,1,P4,12.0,116144,131072,24000000,281
val,000000002140,1,LFM,-4.0,114368,131072,24000000,281
val,000000002141,1,Px,-12.0,132944,131072,24000000,281
val,000000002142,0,,20.0,114352,131072,24000000,209
val,000000002143,1,Frank,20.0,115176,131072,24000000,281
val,000000002144,1,Barker,20.0,153088,131072,24000000,281
val,000000002145,1,P3,-12.0,112992,131072,24000000,281
val,000000002146,1,P3,4.0,113896,131072,24000000,281
val,000000002147,1,P2,20.0,114928,131072,24000000,281
val,000000002148,0,,-20.0,112800,131072,24000000,209
val,000000002149,0,,-20.0,111168,131072,24000000,209
val,000000002150,1,P4,-4.0,113376,131072,24000000,281
val,000000002151,1,LFM,12.0,158128,131072,24000000,281
val,000000002152,0,,-20.0,112040,131072,24000000,209
val,000000002153,1,ZadoffChu,12.0,115240,131072,24000000,281
val,000000002154,0,,20.0,114024,131072,24000000,209
val,000000002155,0,,-12.0,111952,131072,24000000,209
val,000000002156,0,,12.0,112920,131072,24000000,209
val,000000002157,1,P2,4.0,115608,131072,24000000,281
val,000000002158,1,P4,-12.0,111384,131072,24000000,281
val,000000002159,0,,-4.0,112920,131072,24000000,209
val,000000002160,0,,-12.0,113080,131072,24000000,209
val,000000002161,1,Rect,-4.0,114200,131072,24000000,281
val,000000002162,1,Barker,4.0,112320,131072,24000000,281
val,000000002163,0,,-12.0,111944,131072,24000000,209
val,000000002164,0,,20.0,110680,131072,24000000,209
val,000000002165,0,,20.0,113552,131072,24000000,209
val,000000002166,0,,20.0,113160,131072,24000000,209
val,000000002167,1,ZadoffChu,-12.0,113408,131072,24000000,281
val,000000002168,1,Barker,4.0,112688,131072,24000000,281
val,000000002169,0,,20.0,113632,131072,24000000,209
val,000000002170,0,,-4.0,111896,131072,24000000,209
val,000000002171,1,P1,-12.0,138696,131072,24000000,281
val,000000002172,0,,12.0,111816,131072,24000000,209
val,000000002173,0,,4.0,112944,131072,24000000,209
val,000000002174,1,Rect,4.0,114760,131072,24000000,281
val,000000002175,0,,4.0,113000,131072,24000000,209
val,000000002176,0,,-4.0,112928,131072,24000000,209
val,000000002177,1,FMCW,-20.0,113776,131072,24000000,281
val,000000002178,0,,-12.0,112032,131072,24000000,209
val,000000002179,0,,4.0,113224,131072,24000000,209
val,000000002180,0,,-20.0,112016,131072,24000000,209
val,000000002181,1,LFM,-12.0,119840,131072,24000000,281
val,000000002182,1,Frank,-4.0,113328,131072,24000000,281
val,000000002183,1,Rect,-4.0,111968,131072,24000000,281
val,000000002184,1,P3,12.0,116400,131072,24000000,281
val,000000002185,1,P3,20.0,140600,131072,24000000,281
val,000000002186,0,,12.0,111816,131072,24000000,209
val,000000002187,1,P2,-12.0,111952,131072,24000000,281
val,000000002188,0,,-12.0,113368,131072,24000000,209
val,000000002189,0,,4.0,110264,131072,24000000,209
val,000000002190,0,,-12.0,112800,131072,24000000,209
val,000000002191,0,,-12.0,111008,131072,24000000,209
val,000000002192,1,Px,-12.0,110416,131072,24000000,281
val,000000002193,0,,-20.0,112880,131072,24000000,209
val,000000002194,1,Barker,12.0,115296,131072,24000000,281
val,000000002195,0,,12.0,111600,131072,24000000,209
val,000000002196,1,FMCW,-12.0,111384,131072,24000000,281
val,000000002197,1,P1,4.0,113032,131072,24000000,281
val,000000002198,0,,20.0,113352,131072,24000000,209
val,000000002199,1,P1,-4.0,111328,131072,24000000,281
val,000000002200,1,Px,4.0,115216,131072,24000000,281
val,000000002201,1,Frank,20.0,115392,131072,24000000,281
val,000000002202,1,LFM,12.0,115672,131072,24000000,281
val,000000002203,1,P2,-20.0,110072,131072,24000000,281
val,000000002204,1,FMCW,-20.0,114312,131072,24000000,281
val,000000002205,1,Px,4.0,114576,131072,24000000,281
val,000000002206,0,,-4.0,112080,131072,24000000,209
val,000000002207,1,Frank,-20.0,134768,131072,24000000,281
val,000000002208,0,,-20.0,113696,131072,24000000,209
val,000000002209,0,,-4.0,113368,131072,24000000,209
val,000000002210,1,P1,-4.0,112832,131072,24000000,281
val,000000002211,0,,4.0,114240,131072,24000000,209
val,000000002212,0,,12.0,113064,131072,24000000,209
val,000000002213,1,LFM,12.0,114888,131072,24000000,281
val,000000002214,0,,20.0,112848,131072,24000000,209
val,000000002215,0,,20.0,113808,131072,24000000,209
val,000000002216,1,P4,20.0,117568,131072,24000000,281
val,000000002217,0,,12.0,111896,131072,24000000,209
val,000000002218,1,ZadoffChu,4.0,113736,131072,24000000,281
val,000000002219,0,,12.0,112872,131072,24000000,209
val,000000002220,1,P1,12.0,114480,131072,24000000,281
val,000000002221,0,,-4.0,112408,131072,24000000,209
val,000000002222,0,,20.0,113088,131072,24000000,209
val,000000002223,0,,4.0,113248,131072,24000000,209
val,000000002224,0,,12.0,111544,131072,24000000,209
val,000000002225,1,P3,-12.0,110944,131072,24000000,281
val,000000002226,1,Rect,20.0,170336,131072,24000000,281
val,000000002227,1,FMCW,4.0,112232,131072,24000000,281
val,000000002228,1,FMCW,4.0,114296,131072,24000000,281
val,000000002229,1,Rect,4.0,113232,131072,24000000,281
val,000000002230,1,P4,4.0,113744,131072,24000000,281
val,000000002231,0,,-4.0,112440,131072,24000000,209
val,000000002232,0,,-20.0,111344,131072,24000000,209
val,000000002233,1,Px,12.0,115424,131072,24000000,281
val,000000002234,1,Rect,-4.0,112768,131072,24000000,281
val,000000002235,1,P4,-12.0,111120,131072,24000000,281
val,000000002236,1,P4,20.0,130680,131072,24000000,281
val,000000002237,1,P4,4.0,114864,131072,24000000,281
val,000000002238,0,,12.0,114216,131072,24000000,209
val,000000002239,0,,4.0,112128,131072,24000000,209
val,000000002240,0,,-12.0,110992,131072,24000000,209
val,000000002241,1,P3,-12.0,111176,131072,24000000,281
val,000000002242,1,P2,-20.0,109880,131072,24000000,281
val,000000002243,1,Barker,12.0,115736,131072,24000000,281
val,000000002244,1,P1,-4.0,113040,131072,24000000,281
val,000000002245,1,P4,12.0,115304,131072,24000000,281
val,000000002246,0,,20.0,112168,131072,24000000,209
val,000000002247,0,,-4.0,113504,131072,24000000,209
val,000000002248,1,P1,20.0,146192,131072,24000000,281
val,000000002249,1,Barker,-12.0,135896,131072,24000000,281
val,000000002250,0,,-4.0,113544,131072,24000000,209
val,000000002251,1,LFM,4.0,113240,131072,24000000,281
val,000000002252,0,,20.0,112400,131072,24000000,209
val,000000002253,1,Rect,-20.0,139440,131072,24000000,281
val,000000002254,1,P4,12.0,115296,131072,24000000,281
val,000000002255,0,,-4.0,112200,131072,24000000,209
val,000000002256,1,FMCW,-4.0,139328,131072,24000000,281
val,000000002257,1,ZadoffChu,4.0,115136,131072,24000000,281
val,000000002258,1,P1,-20.0,108240,131072,24000000,281
val,000000002259,0,,12.0,112624,131072,24000000,209
val,000000002260,1,Frank,12.0,118232,131072,24000000,281
val,000000002261,1,P2,-12.0,121280,131072,24000000,281
val,000000002262,1,Px,-4.0,110744,131072,24000000,281
val,000000002263,1,LFM,4.0,115176,131072,24000000,281
val,000000002264,0,,-4.0,112688,131072,24000000,209
val,000000002265,1,FMCW,-4.0,141360,131072,24000000,281
val,000000002266,0,,20.0,113344,131072,24000000,209
val,000000002267,0,,12.0,111672,131072,24000000,209
val,000000002268,0,,-12.0,113352,131072,24000000,209
val,000000002269,0,,20.0,112808,131072,24000000,209
val,000000002270,1,Barker,20.0,136816,131072,24000000,281
val,000000002271,0,,-20.0,112944,131072,24000000,209
val,000000002272,1,P3,20.0,113912,131072,24000000,281
val,000000002273,0,,12.0,113464,131072,24000000,209
val,000000002274,1,LFM,20.0,115912,131072,24000000,281
val,000000002275,0,,12.0,113112,131072,24000000,209
val,000000002276,0,,20.0,112000,131072,24000000,209
val,000000002277,0,,4.0,113800,131072,24000000,209
val,000000002278,1,LFM,-4.0,114552,131072,24000000,281
val,000000002279,0,,4.0,110736,131072,24000000,209
val,000000002280,0,,12.0,112728,131072,24000000,209
val,000000002281,1,LFM,4.0,113504,131072,24000000,281
val,000000002282,0,,12.0,113408,131072,24000000,209
val,000000002283,0,,12.0,112904,131072,24000000,209
val,000000002284,1,Frank,12.0,114872,131072,24000000,281
val,000000002285,1,ZadoffChu,12.0,116704,131072,24000000,281
val,000000002286,0,,12.0,112400,131072,24000000,209
val,000000002287,0,,20.0,114040,131072,24000000,209
val,000000002288,1,Barker,12.0,114128,131072,24000000,281
val,000000002289,1,P3,20.0,114560,131072,24000000,281
val,000000002290,0,,-20.0,111968,131072,24000000,209
val,000000002291,1,P3,12.0,116520,131072,24000000,281
val,000000002292,1,FMCW,-4.0,137632,131072,24000000,281
val,000000002293,1,Barker,20.0,118696,131072,24000000,281
val,000000002294,1,Barker,12.0,115600,131072,24000000,281
val,000000002295,0,,-20.0,112120,131072,24000000,209
val,000000002296,0,,4.0,112400,131072,24000000,209
val,000000002297,1,ZadoffChu,12.0,113904,131072,24000000,281
val,000000002298,0,,-12.0,113712,131072,24000000,209
val,000000002299,1,LFM,12.0,118008,131072,24000000,281
val,000000002300,1,P2,-4.0,113672,131072,24000000,281
val,000000002301,1,Px,20.0,116376,131072,24000000,281
val,000000002302,0,,20.0,113160,131072,24000000,209
val,000000002303,1,Frank,-20.0,137552,131072,24000000,281
val,000000002304,1,Px,-20.0,109736,131072,24000000,281
val,000000002305,0,,-12.0,112984,131072,24000000,209
val,000000002306,1,P3,-4.0,114680,131072,24000000,281
val,000000002307,0,,-20.0,112912,131072,24000000,209
val,000000002308,1,Barker,20.0,169360,131072,24000000,281
val,000000002309,0,,20.0,112704,131072,24000000,209
val,000000002310,1,ZadoffChu,12.0,114856,131072,24000000,281
val,000000002311,0,,-20.0,113480,131072,24000000,209
val,000000002312,0,,4.0,110720,131072,24000000,209
val,000000002313,1,LFM,-4.0,116056,131072,24000000,281
val,000000002314,0,,-12.0,111616,131072,24000000,209
val,000000002315,1,FMCW,12.0,116624,131072,24000000,281
val,000000002316,0,,-12.0,111928,131072,24000000,209
val,000000002317,0,,-12.0,113400,131072,24000000,209
val,000000002318,0,,-12.0,113488,131072,24000000,209
val,000000002319,0,,-20.0,113256,131072,24000000,209
val,000000002320,1,P1,-4.0,114296,131072,24000000,281
val,000000002321,1,Px,4.0,113928,131072,24000000,281
val,000000002322,1,Frank,-4.0,113296,131072,24000000,281
val,000000002323,1,P4,4.0,114024,131072,24000000,281
val,000000002324,1,Frank,20.0,115376,131072,24000000,281
val,000000002325,1,P4,12.0,116904,131072,24000000,281
val,000000002326,0,,-20.0,113624,131072,24000000,209
val,000000002327,1,Frank,-20.0,138688,131072,24000000,281
val,000000002328,0,,12.0,112744,131072,24000000,209
val,000000002329,0,,-12.0,114048,131072,24000000,209
val,000000002330,1,P3,-12.0,132912,131072,24000000,281
val,000000002331,1,Px,-12.0,121384,131072,24000000,281
val,000000002332,0,,12.0,111760,131072,24000000,209
val,000000002333,1,Frank,-12.0,138712,131072,24000000,281
val,000000002334,0,,-12.0,113544,131072,24000000,209
val,000000002335,0,,-20.0,110664,131072,24000000,209
val,000000002336,1,Barker,-20.0,108920,131072,24000000,281
val,000000002337,1,P3,-4.0,112304,131072,24000000,281
val,000000002338,0,,12.0,112800,131072,24000000,209
val,000000002339,0,,-4.0,112048,131072,24000000,209
val,000000002340,1,LFM,4.0,112864,131072,24000000,281
val,000000002341,0,,-12.0,112104,131072,24000000,209
val,000000002342,1,FMCW,-12.0,136576,131072,24000000,281
val,000000002343,1,ZadoffChu,4.0,114488,131072,24000000,281
val,000000002344,1,Rect,20.0,155752,131072,24000000,281
val,000000002345,0,,12.0,112584,131072,24000000,209
val,000000002346,0,,4.0,112760,131072,24000000,209
val,000000002347,1,P3,-12.0,114448,131072,24000000,281
val,000000002348,1,FMCW,-20.0,108328,131072,24000000,281
val,000000002349,0,,-12.0,113472,131072,24000000,209
val,000000002350,0,,-12.0,113112,131072,24000000,209
val,000000002351,0,,-12.0,113272,131072,24000000,209
val,000000002352,1,FMCW,4.0,114056,131072,24000000,281
val,000000002353,0,,20.0,111704,131072,24000000,209
val,000000002354,0,,4.0,114144,131072,24000000,209
val,000000002355,1,P1,4.0,116560,131072,24000000,281
val,000000002356,0,,4.0,112424,131072,24000000,209
val,000000002357,0,,4.0,112920,131072,24000000,209
val,000000002358,1,P3,12.0,115736,131072,24000000,281
val,000000002359,1,P3,12.0,116096,131072,24000000,281
val,000000002360,0,,20.0,112928,131072,24000000,209
val,000000002361,1,Rect,4.0,114440,131072,24000000,281
val,000000002362,0,,20.0,113224,131072,24000000,209
val,000000002363,0,,12.0,113272,131072,24000000,209
val,000000002364,0,,-4.0,113448,131072,24000000,209
val,000000002365,1,P2,20.0,156816,131072,24000000,281
val,000000002366,1,P3,20.0,154528,131072,24000000,281
val,000000002367,1,FMCW,20.0,120656,131072,24000000,281
val,000000002368,1,Rect,4.0,113552,131072,24000000,281
val,000000002369,1,P1,-12.0,133680,131072,24000000,281
val,000000002370,1,Frank,4.0,115088,131072,24000000,281
val,000000002371,0,,-12.0,112648,131072,24000000,209
val,000000002372,0,,-4.0,112192,131072,24000000,209
val,000000002373,0,,-4.0,112672,131072,24000000,209
val,000000002374,1,P1,4.0,113064,131072,24000000,281
val,000000002375,0,,-12.0,113632,131072,24000000,209
val,000000002376,0,,4.0,112632,131072,24000000,209
val,000000002377,1,P3,12.0,116408,131072,24000000,281
val,000000002378,0,,20.0,113872,131072,24000000,209
val,000000002379,1,P2,20.0,152560,131072,24000000,281
val,000000002380,0,,12.0,112032,131072,24000000,209
val,000000002381,1,FMCW,-12.0,111656,131072,24000000,281
val,000000002382,0,,20.0,112504,131072,24000000,209
val,000000002383,1,ZadoffChu,12.0,116464,131072,24000000,281
val,000000002384,1,LFM,-20.0,124584,131072,24000000,281
val,000000002385,0,,12.0,111040,131072,24000000,209
val,000000002386,0,,-4.0,114224,131072,24000000,209
val,000000002387,1,Px,-4.0,114280,131072,24000000,281
val,000000002388,1,P4,4.0,113832,131072,24000000,281
val,000000002389,0,,-4.0,114160,131072,24000000,209
val,000000002390,0,,12.0,113720,131072,24000000,209
val,000000002391,0,,20.0,111992,131072,24000000,209
val,000000002392,1,P4,20.0,151288,131072,24000000,281
val,000000002393,0,,12.0,113568,131072,24000000,209
val,000000002394,0,,-4.0,113408,131072,24000000,209
val,000000002395,1,P1,12.0,114000,131072,24000000,281
val,000000002396,0,,4.0,113664,131072,24000000,209
val,000000002397,1,FMCW,4.0,114592,131072,24000000,281
val,000000002398,0,,-4.0,113464,131072,24000000,209
val,000000002399,0,,4.0,111496,131072,24000000,209
val,000000002400,0,,-20.0,113544,131072,24000000,209
val,000000002401,0,,-4.0,112352,131072,24000000,209
val,000000002402,1,P2,-4.0,113592,131072,24000000,281
val,000000002403,1,Rect,-12.0,113728,131072,24000000,281
val,000000002404,1,P4,20.0,142712,131072,24000000,281
val,000000002405,1,ZadoffChu,12.0,116992,131072,24000000,281
val,000000002406,1,P3,20.0,165784,131072,24000000,281
val,000000002407,1,LFM,4.0,113120,131072,24000000,281
val,000000002408,1,Frank,20.0,117440,131072,24000000,281
val,000000002409,1,Frank,20.0,137368,131072,24000000,281
val,000000002410,0,,12.0,112824,131072,24000000,209
val,000000002411,1,P4,4.0,113408,131072,24000000,281
val,000000002412,0,,20.0,113936,131072,24000000,209
val,000000002413,1,ZadoffChu,-4.0,113864,131072,24000000,281
val,000000002414,1,Barker,-4.0,113480,131072,24000000,281
val,000000002415,1,FMCW,-4.0,111768,131072,24000000,281
val,000000002416,1,P3,20.0,144840,131072,24000000,281
val,000000002417,0,,-20.0,113520,131072,24000000,209
val,000000002418,0,,-12.0,113208,131072,24000000,209
val,000000002419,0,,-12.0,112328,131072,24000000,209
val,000000002420,0,,-12.0,113328,131072,24000000,209
val,000000002421,1,P3,-12.0,111616,131072,24000000,281
val,000000002422,1,Barker,-12.0,116216,131072,24000000,281
val,000000002423,1,Barker,20.0,137664,131072,24000000,281
val,000000002424,0,,-4.0,111672,131072,24000000,209
val,000000002425,0,,-4.0,113648,131072,24000000,209
val,000000002426,1,Rect,-12.0,113216,131072,24000000,281
val,000000002427,1,LFM,-4.0,113768,131072,24000000,281
val,000000002428,1,P4,4.0,113840,131072,24000000,281
val,000000002429,1,FMCW,-20.0,110664,131072,24000000,281
val,000000002430,1,P3,-12.0,139640,131072,24000000,281
val,000000002431,1,Frank,4.0,113496,131072,24000000,281
val,000000002432,0,,20.0,112256,131072,24000000,209
val,000000002433,0,,12.0,111560,131072,24000000,209
val,000000002434,0,,20.0,111776,131072,24000000,209
val,000000002435,0,,-20.0,112440,131072,24000000,209
val,000000002436,0,,20.0,109864,131072,24000000,209
val,000000002437,1,Frank,20.0,131264,131072,24000000,281
val,000000002438,0,,-4.0,114336,131072,24000000,209
val,000000002439,0,,-20.0,111776,131072,24000000,209
val,000000002440,1,ZadoffChu,-12.0,112064,131072,24000000,281
val,000000002441,0,,20.0,113648,131072,24000000,209
val,000000002442,1,P1,-4.0,112256,131072,24000000,281
val,000000002443,1,Frank,20.0,115888,131072,24000000,281
val,000000002444,0,,20.0,113168,131072,24000000,209
val,000000002445,0,,12.0,114336,131072,24000000,209
val,000000002446,1,Barker,4.0,114632,131072,24000000,281
val,000000002447,1,FMCW,20.0,115672,131072,24000000,281
val,000000002448,1,FMCW,-12.0,140296,131072,24000000,281
val,000000002449,0,,-4.0,113120,131072,24000000,209
val,000000002450,1,P2,-20.0,108184,131072,24000000,281
val,000000002451,0,,-20.0,112352,131072,24000000,209
val,000000002452,1,P1,-20.0,110520,131072,24000000,281
val,000000002453,1,LFM,20.0,163176,131072,24000000,281
